ids,pred_seg_0,labels_seg_0
329_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
396_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
161_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
284_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
206_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
437_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
156_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
461_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
299_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
285_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
243_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
148_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
333_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
110_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
250_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
335_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
241_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
618_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
116_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
419_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
416_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
501_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
519_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
529_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
267_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
393_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
516_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
309_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
182_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
278_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
315_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
288_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
173_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
538_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
257_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
151_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
347_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
219_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
618_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
604_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
306_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
608_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
541_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
257_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
267_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
351_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
500_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
474_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
369_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
139_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
551_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
333_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
410_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
597_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
530_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
163_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
87_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
124_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
464_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
192_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
619_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
492_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
351_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
577_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
349_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
376_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
322_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
322_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
317_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
305_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
448_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
372_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
184_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
322_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
484_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
469_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
548_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
609_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
239_nda-5,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
147_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
509_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
162_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
427_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
203_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
254_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
253_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
198_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
136_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
268_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
423_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
261_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
147_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
158_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
86_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
410_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
259_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
416_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
323_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
483_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
258_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
217_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
295_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
313_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
481_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
515_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
469_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
122_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
231_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
202_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
576_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
167_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
522_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
271_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
616_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
427_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
222_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
472_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
550_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
231_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
172_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
509_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
135_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
504_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
366_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
108_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
431_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
403_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
579_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
459_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
197_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
171_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
375_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
618_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
308_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
613_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
276_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
536_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
347_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
108_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
259_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
447_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
615_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
375_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
619_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
315_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
173_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
457_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
180_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
344_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
343_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
462_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
589_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
557_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
174_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
316_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
287_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
505_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
535_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
619_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
609_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
156_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
562_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
527_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
358_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
418_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
509_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
112_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
453_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
554_nda-2,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
249_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
365_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
176_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
177_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
270_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
141_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
326_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
500_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
337_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
571_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
581_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
231_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
443_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
535_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
164_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
439_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
592_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
494_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
474_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
134_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
623_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
147_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
466_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
347_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
360_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
156_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
328_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
436_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
434_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
247_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
154_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
208_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
215_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
624_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
153_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
315_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
156_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
583_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
179_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
394_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
137_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
113_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
265_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
437_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
168_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
168_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-2,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
192_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
149_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
619_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
447_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
125_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
261_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
245_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
385_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
171_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
263_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
222_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
468_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
553_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
119_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
302_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
609_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
494_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
358_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
337_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
159_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
349_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
337_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
576_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
464_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
608_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
377_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
477_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
602_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
188_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
562_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
383_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
96_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
156_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
86_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
328_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
323_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
171_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
316_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
92_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
445_nda-5,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
272_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
201_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
324_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
236_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
430_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
368_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
402_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
304_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
215_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
579_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
320_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
262_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
550_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
92_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
522_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
309_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
153_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
517_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
502_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
303_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
617_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
231_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
351_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
499_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
96_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
504_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
588_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
513_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
286_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
318_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
592_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
110_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
469_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
427_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
123_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
297_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
235_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
346_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
350_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
474_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
286_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
211_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
103_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
245_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
358_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
541_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
160_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
235_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
616_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
137_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
334_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
562_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
447_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
269_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
529_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
286_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
473_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
116_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
603_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
573_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
377_nda-4,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
279_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
475_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
328_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
545_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
439_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
390_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
275_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
561_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
194_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
525_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
622_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
239_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
162_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
342_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
166_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
102_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
371_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
619_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
391_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
399_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
248_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
294_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
325_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
485_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
577_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
209_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
344_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
364_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
367_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
155_nda-12,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
150_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
275_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
448_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
551_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
306_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
351_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
399_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
291_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
337_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
577_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
34_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
34_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
112_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
86_nda-5,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
